start-date-time,end-date-time,geography,name,tags,link,miscellaneous
Fri: May 10(9pm-4am),Fri: May 10(9pm-4am),"As You Like It w/ Call Super X Dr. Rubinstein X Jason Kendig, Trevor Sigler x DJ Patrick Lotilla x sleepygirl AKA Eugenia b2b Tape Ghost @ Monarch (San Francisco)","As You Like It w/ Call Super X Dr. Rubinstein X Jason Kendig, Trevor Sigler x DJ Patrick Lotilla x sleepygirl AKA Eugenia b2b Tape Ghost @ Monarch (San Francisco)","techno, deep house",,$10-25 | 21+As You Like It
Fri: May 10(9:30pm-3:30am),Fri: May 10(9:30pm-3:30am),"Nico Stojan & Kerala Dust (live), Peter Blick @ The Public Works (San Francisco)","Nico Stojan & Kerala Dust (live), Peter Blick @ The Public Works (San Francisco)","tech house, deep house",https://www.facebook.com/events/253865878853883/,"$20 | 21+Below Radar, On&On"
Fri: May 10(9:30pm-3:30am),Fri: May 10(9:30pm-3:30am),"Ray Mang b2b Dicky Trisco, Onemohit, Fortune @ The Public Works Loft (San Francisco)","Ray Mang b2b Dicky Trisco, Onemohit, Fortune @ The Public Works Loft (San Francisco)","disco house, funky house",https://www.facebook.com/events/2354531054819129/,$15-17 | 21+The Public Works SF
Fri: May 10(9:30pm-4am),Fri: May 10(9:30pm-4am),Nick Warren b2b Guy J @ The Great Northern (San Francisco),Nick Warren b2b Guy J @ The Great Northern (San Francisco),"tech house, techno, deep house",,$10-30 | 21+
Fri: May 10(10pm-2am),Fri: May 10(10pm-2am),Sonny Fodera @ Audio (San Francisco),Sonny Fodera @ Audio (San Francisco),"deep house, tech house",https://www.facebook.com/events/335995947021685/,$15-25 | 21+Audio San Francisco
Fri: May 10(10pm-3am),Fri: May 10(10pm-3am),AC Slater @ 1015 Folsom (San Francisco),AC Slater @ 1015 Folsom (San Francisco),"bass house, electro house",,$15-20 | 21+1015 Folsom
Fri: May 10(10pm-3am),Fri: May 10(10pm-3am),Carlo Lio and Caleb Calloway @ Halcyon (San Francisco),Carlo Lio and Caleb Calloway @ Halcyon (San Francisco),techno,,$5-20 | 21+Rawthentic Showcas
Fri: May 10(10pm-3am),Fri: May 10(10pm-3am),Pegboard Nerds @ Temple Nightclub (San Francisco),Pegboard Nerds @ Temple Nightclub (San Francisco),"dubstep, hard dance, big room, bass house",,Free w/RSVP / $20+ | 21+Temple Nightclub
Sat: May 11(1pm-6pm),Sat: May 11(1pm-6pm),Spring Brunch w/ Felix Cartal + Frank Walker @ Bergerac (San Francisco),Spring Brunch w/ Felix Cartal + Frank Walker @ Bergerac (San Francisco),"pop EDM, future bass, trap",https://www.facebook.com/events/2278820159050410/,$10-20 | 21+
Sat: May 11(8pm),Sat: May 11(8pm),Anjunabeats @ The Midway (San Francisco),Anjunabeats @ The Midway (San Francisco),"progressive house, deep house",https://www.facebook.com/events/389510131798362/,$34-45 | 21+Goldenvoice-SF
Sat: May 11(8:30pm),Sat: May 11(8:30pm),L'imperatrice @ The Independent (San Francisco),L'imperatrice @ The Independent (San Francisco),"pop, disco, electro",,$15 pre/$20 | 21+
Sat: May 11(9pm-12am),Sat: May 11(9pm-12am),Dynohunter @ DNA Lounge (San Francisco),Dynohunter @ DNA Lounge (San Francisco),tech house,https://www.facebook.com/events/246409059589647/,$10-12 | 21+Dynohunter
Sat: May 11(10pm-3am),Sat: May 11(10pm-3am),"Parameter w/ Pinch, Simo Cell, Only Now @ F8 1192 Folsom (San Francisco)","Parameter w/ Pinch, Simo Cell, Only Now @ F8 1192 Folsom (San Francisco)","dubstep, techno, drum and bass, experimental",,21+Parameter
Sun: May 12(2am-6am),Sun: May 12(2am-6am),"Rel8 Saturday Night Afterhours Feat. David Penn, Taj, Eddy Santana @ The Endup (San Francisco)","Rel8 Saturday Night Afterhours Feat. David Penn, Taj, Eddy Santana @ The Endup (San Francisco)",house,https://David-Penn.eventbrite.com,21+The Endup
Wed: May 15(6pm-10pm),Wed: May 15(6pm-10pm),Jai Wolf @ Ace Of Spades (Sacramento),Jai Wolf @ Ace Of Spades (Sacramento),"hip-hop, trap, synthpop",https://www.facebook.com/events/370229883755642/,$25-85 | All agesAce Of Spades
Thu: May 16(8pm),Thu: May 16(8pm),Black Star (Talib Kweli & Yasiin Bey) @ Fox Theater (Oakland),Black Star (Talib Kweli & Yasiin Bey) @ Fox Theater (Oakland),hip-hop,https://www.facebook.com/events/1920393801422981/,$69.5 | 18+
Fri: May 17-Sat: May 18(Fri: 5pm-Sat: 11:30pm),Fri: May 17-Sat: May 18(Fri: 5pm-Sat: 11:30pm),Discrete Figures By Rhizomatiks X Elevenplay X Kyle MCdonald @ Gray Area Art + Technology (San Francisco),Discrete Figures By Rhizomatiks X Elevenplay X Kyle MCdonald @ Gray Area Art + Technology (San Francisco),"experimental, live a/v",,Gray Area Art + Technology
Fri: May 17(8pm),Fri: May 17(8pm),The Chemical Brothers w/ The Black Madonna @ Bill Graham Civic Auditorium (San Francisco),The Chemical Brothers w/ The Black Madonna @ Bill Graham Civic Auditorium (San Francisco),"house, techno, disco",https://www.facebook.com/events/355598601667114/,$65 | 18+
Fri: May 17(8pm),Fri: May 17(8pm),Tr/St @ Great American Music Hall (San Francisco),Tr/St @ Great American Music Hall (San Francisco),electropop,https://www.facebook.com/events/1727377080696531/,$22+ | All agesGreat American Music Hall
Fri: May 17(8:30pm),Fri: May 17(8:30pm),Cassian (Live) w/Mild Minds @ The Independent (San Francisco),Cassian (Live) w/Mild Minds @ The Independent (San Francisco),"pop EDM, bass house",,$12 pre/$15 | 21+Beautiful Buzzz
Fri: May 17(9pm-4am),Fri: May 17(9pm-4am),Official Movement Preparty - Edit Select + More @ F8 1192 Folsom (San Francisco),Official Movement Preparty - Edit Select + More @ F8 1192 Folsom (San Francisco),techno,https://www.facebook.com/events/415986995834907/,$12-20 | 21+Direct To Earth
Fri: May 17(9:30pm-3:30am),Fri: May 17(9:30pm-3:30am),Nicola Cruz (Live) @ The Public Works (San Francisco),Nicola Cruz (Live) @ The Public Works (San Francisco),"progressive house, tech house, techno, experimental",https://www.facebook.com/events/526727997735326/,$22 | 21+The Public Works SF
Fri: May 17(10pm-4am),Fri: May 17(10pm-4am),JACKLNDN Live @ Halcyon (San Francisco),JACKLNDN Live @ Halcyon (San Francisco),"electro house, dubstep, big room",,$10-30 | 21+Halcyon SF
Sat: May 18(1pm-9pm),Sat: May 18(1pm-9pm),"Hacienda w/ Hot Since 82+, Thugfucker, Doc Martin @ The Lawn On Treasure Island (San Francisco)","Hacienda w/ Hot Since 82+, Thugfucker, Doc Martin @ The Lawn On Treasure Island (San Francisco)","deep house, tech house, funky house",https://www.facebook.com/events/403345916896114/,$25-45 | 21+Opel & Deep Blue
Sat: May 18(9:30pm-3:30am),Sat: May 18(9:30pm-3:30am),Eats Everything @ The Great Northern (San Francisco),Eats Everything @ The Great Northern (San Francisco),tech house,https://www.facebook.com/events/2274760459230470/,$15-25 | 21+Deep Blue & Opel
Sat: May 18(9:30pm-3am),Sat: May 18(9:30pm-3am),Lights Down Low SF Feat. Denis Sulta @ Monarch (San Francisco),Lights Down Low SF Feat. Denis Sulta @ Monarch (San Francisco),house,,$10-15 | 21+Lights Down Low
Sun: May 19(12pm-6pm),Sun: May 19(12pm-6pm),Lips & Rhythm Records: 5 Year Get Down! @ Heron Arts (San Francisco),Lips & Rhythm Records: 5 Year Get Down! @ Heron Arts (San Francisco),"funky house, disco",,FreeLips & Rhythm
Sun: May 19(12pm-8pm),Sun: May 19(12pm-8pm),"Housebroken: Pandora Love, Charlotte The Baroness, Ally AF, Mike Bledsoe @ Mars Bar (San Francisco)","Housebroken: Pandora Love, Charlotte The Baroness, Ally AF, Mike Bledsoe @ Mars Bar (San Francisco)","funky house, jackin house",,Free | 21+Housebroken Events
Mon: May 20(9pm),Mon: May 20(9pm),Holly Herndon @ August Hall (San Francisco),Holly Herndon @ August Hall (San Francisco),"experimental, electronic",https://www.facebook.com/events/1755918614554296/,$25 | 21+August Hall
Wed: May 22(9:30pm-1:30am),Wed: May 22(9:30pm-1:30am),Get with It Wednesday - Baysine Takeover @ BRIX 581 (Oakland),Get with It Wednesday - Baysine Takeover @ BRIX 581 (Oakland),dubstep,,21+Get With The Program
Fri: May 24-Mon: May 27(Fri: 10am-Mon: 1pm),Fri: May 24-Mon: May 27(Fri: 10am-Mon: 1pm),Emissions Festival 2019 @ Belden Town Resort & Lodge (Belden),Emissions Festival 2019 @ Belden Town Resort & Lodge (Belden),"dubstep, bass music",https://www.facebook.com/events/1130429140490559/,$190-255Emissions West Coast Bass Culture
Fri: May 24(10pm-3am),Fri: May 24(10pm-3am),Set w/ Hernan Cattaneo @ Audio (San Francisco),Set w/ Hernan Cattaneo @ Audio (San Francisco),progressive house,,$10-20 | 21+
Fri: May 24(10pm-4am),Fri: May 24(10pm-4am),Super8 and Tab X Dolby Atmos @ Halcyon (San Francisco),Super8 and Tab X Dolby Atmos @ Halcyon (San Francisco),progressive trance,,$10-80 | 21+Halcyon SF
Sat: May 25(1pm-6pm),Sat: May 25(1pm-6pm),"Memorial Day Pool Party: Travis Wild, Foreign Language, Dylan, Franch Dressing @ Flamingo Conference Resort And Spa (San Francisco)","Memorial Day Pool Party: Travis Wild, Foreign Language, Dylan, Franch Dressing @ Flamingo Conference Resort And Spa (San Francisco)",house,https://www.facebook.com/events/554755595004375/,Free w/RSVP / $28 | 21+Serious Leisure
Sat: May 25(9pm-2am),Sat: May 25(9pm-2am),Neon Indian (DJ Set) @ Mezzanine (San Francisco),Neon Indian (DJ Set) @ Mezzanine (San Francisco),synthpop,,$15-25 | 21+Mezzanine
Sat: May 25(9:30pm-4am),Sat: May 25(9:30pm-4am),Tim Green @ Monarch (San Francisco),Tim Green @ Monarch (San Francisco),"techno, house",,Free w/RSVP / $15 | 21+Set SF
Sun: May 26(1pm-8pm),Sun: May 26(1pm-8pm),Sunshine People - Park Season Opener @ Middle Harbor Shoreline Park (Oakland),Sunshine People - Park Season Opener @ Middle Harbor Shoreline Park (Oakland),house,https://www.facebook.com/events/2471817069518104/,$10 | All agesSunshine People
Sun: May 26(10pm-3am),Sun: May 26(10pm-3am),"Trancefamily SF 9 Year Anniversary: Ciaran McAuley, Ferry Tayle, James Dymond, Jase Thirlwall, Shugz, Stoneface & Terminal @ 1015 Folsom (San Francisco)","Trancefamily SF 9 Year Anniversary: Ciaran McAuley, Ferry Tayle, James Dymond, Jase Thirlwall, Shugz, Stoneface & Terminal @ 1015 Folsom (San Francisco)",trance,https://www.facebook.com/events/369198823880671/,$9-20 | 21+Trancefamily SF
Fri: May 31-Mon: Jun 3(Fri: 4pm-Mon: 12pm),Fri: May 31-Mon: Jun 3(Fri: 4pm-Mon: 12pm),The Untz Festival 2019 @ Mariposa County Fairgrounds (Mariposa),The Untz Festival 2019 @ Mariposa County Fairgrounds (Mariposa),"bass music, dubstep, glitch, psydub",https://www.facebook.com/events/317357899054135/,$225+ | All agesThe Untz Festival
Fri: May 31(9:30pm-2:30am),Fri: May 31(9:30pm-2:30am),The Haunting Of Dark Shadows @ Cat Club (San Francisco),The Haunting Of Dark Shadows @ Cat Club (San Francisco),"industrial, EBM, goth",,$5 b4 10pm/$8 | 21+Dark Shadows
Sat: Jun 1(10pm-4am),Sat: Jun 1(10pm-4am),Oliver Dollar and Option4 @ Halcyon (San Francisco),Oliver Dollar and Option4 @ Halcyon (San Francisco),house,https://www.facebook.com/events/816162555382844/,$5-20 | 21+Halcyon SF
Sat: Jun 1(10pm-5am),Sat: Jun 1(10pm-5am),Sound aPSYlum 2 @ TBA (East Bay),Sound aPSYlum 2 @ TBA (East Bay),psytrance,,$15 b4 11/$20 | All agesPisces Music and Psi-Fi Event Production
Sun: Jun 2(2pm-9pm),Sun: Jun 2(2pm-9pm),Sunday Bliss w/David Harness & Master Kev b2b All Day! @ Lost & Found (Oakland),Sunday Bliss w/David Harness & Master Kev b2b All Day! @ Lost & Found (Oakland),deep house,,21+Sunday Bliss
Fri: Jun 7(10pm-4am),Fri: Jun 7(10pm-4am),Weiss @ The Great Northern (San Francisco),Weiss @ The Great Northern (San Francisco),"disco house, funky house, deep house",,$5 b4 11/$10-20 | 21+Set SF
Sat: Jun 15-Sun: Jun 16(Sat: 4:20pm-Sun: 5pm),Sat: Jun 15-Sun: Jun 16(Sat: 4:20pm-Sun: 5pm),Gemini Elements @ TBA (Northern California),Gemini Elements @ TBA (Northern California),psytrance,,$40-65Sculpted Sounds
Mon: Jun 17-Wed: Jun 26(Mon: 12pm-Wed: 12pm),Mon: Jun 17-Wed: Jun 26(Mon: 12pm-Wed: 12pm),Autonomous Mutant Festival @ TBA (PNW),Autonomous Mutant Festival @ TBA (PNW),experimental,,Free
Thu: Jun 20-Sun: Jun 23(Thu: 11am-Sun: 11:30am),Thu: Jun 20-Sun: Jun 23(Thu: 11am-Sun: 11:30am),Stilldream Festival 2019 - Summer Solstice @ Blue Mountain Event Center (Wilseyville),Stilldream Festival 2019 - Summer Solstice @ Blue Mountain Event Center (Wilseyville),"dubstep, bass music, trap, glitch-hop, experimental, house, disco, funk",https://www.facebook.com/events/2207010642910553/,$99+Stilldream
Sat: Jun 22(12:30pm-7pm),Sat: Jun 22(12:30pm-7pm),All Day I Dream In The Park feat. Lee Burridge @ Golden Gate Park (San Francisco),All Day I Dream In The Park feat. Lee Burridge @ Golden Gate Park (San Francisco),"progressive house, tech house, deep house",,$25+ | 21+All Day I Dream
Sat: Jun 22(7pm),Sat: Jun 22(7pm),Wu-Tang Clan @ Shoreline Amphitheatre (Mountain View),Wu-Tang Clan @ Shoreline Amphitheatre (Mountain View),hip-hop,https://www.facebook.com/events/350086902271201/,$35+Q102
Mon: Jun 24(8pm-11pm),Mon: Jun 24(8pm-11pm),Empire Of The Sun @ The Regency Ballroom (San Francisco),Empire Of The Sun @ The Regency Ballroom (San Francisco),synthpop,,$50 | All agesGoldenvoice
Tue: Jun 25(8pm-11pm),Tue: Jun 25(8pm-11pm),Empire Of The Sun @ The Regency Ballroom (San Francisco),Empire Of The Sun @ The Regency Ballroom (San Francisco),synthpop,https://www.facebook.com/events/289911971684658/,$50 | All agesGoldenvoice
Thu: Jun 27(7:30pm),Thu: Jun 27(7:30pm),Anderson .Paak & The Free Nationals @ Bill Graham Civic Auditorium (San Francisco),Anderson .Paak & The Free Nationals @ Bill Graham Civic Auditorium (San Francisco),"hip-hop, trap",,
Fri: Jun 28(9:30pm-3am),Fri: Jun 28(9:30pm-3am),DJ Heather b2b DJ Colette @ Monarch (San Francisco),DJ Heather b2b DJ Colette @ Monarch (San Francisco),house,,$10-15 | 21+Monarch
Sat: Jun 29(9pm),Sat: Jun 29(9pm),A State Of Trance 900  @ Oakland County Coliseum (Oakland),A State Of Trance 900  @ Oakland County Coliseum (Oakland),trance,,A State Of Trance
Sat: Jun 29(10pm-3am),Sat: Jun 29(10pm-3am),Set w/Gab Rhome + Kora @ Audio Nightclub (San Francisco),Set w/Gab Rhome + Kora @ Audio Nightclub (San Francisco),"deep house, tech house, progressive house",,Free w/RSVP / $20 | 21+Set SF
Sat: Jul 13-Sun: Jul 14(Sat: 7pm-Sun: 4pm),Sat: Jul 13-Sun: Jul 14(Sat: 7pm-Sun: 4pm),"Absolut Shit 2019 Norcal Party w/Sectio Aurea, Anficlavis, Fractal Cowboys, Ghreg on Earth, The Dog of Tears, Silent Movement, Herbert Quain @ TBA (Norcal)","Absolut Shit 2019 Norcal Party w/Sectio Aurea, Anficlavis, Fractal Cowboys, Ghreg on Earth, The Dog of Tears, Silent Movement, Herbert Quain @ TBA (Norcal)",psytrance,,
Fri: Jul 19-Mon: Jul 22(Fri: 10am-Mon: 10am),Fri: Jul 19-Mon: Jul 22(Fri: 10am-Mon: 10am),Northern Nights Music Festival 2019 @ Cooks Valley Campground (Piercy),Northern Nights Music Festival 2019 @ Cooks Valley Campground (Piercy),multigenre camping festival,https://www.northernnights.org/?fbclid=IwAR2-74b3deseyFgE1_UY3zBxhUZDDFWXuJwUnfKFABW96smDB-6MX4KACIk,"18+BLAP, World Famous, Eye Heart SF, EPIC Burning Leaf"
Fri: Jul 19(5:30pm-10:45pm),Fri: Jul 19(5:30pm-10:45pm),"Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","indie dance, house",https://www.facebook.com/events/2022095341244856/,$45 | 18+
Fri: Jul 19-Sun: Jul 21(Fri: 6pm-Sat: 11pm),Fri: Jul 19-Sun: Jul 21(Fri: 6pm-Sat: 11pm),"Wanderlust Festival feat. Above & Beyond, Thievery Corporation @ Wanderlust Squaw Valley (Olympic Valley)","Wanderlust Festival feat. Above & Beyond, Thievery Corporation @ Wanderlust Squaw Valley (Olympic Valley)","progressive house, trance, downtempo, trip-hop, dub",https://www.eventbrite.com/e/wanderlust-squaw-valley-2019-tickets-52066705919,$400 3 days/$150+ each dayWanderlust
Sat: Jul 20(7pm),Sat: Jul 20(7pm),"Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","indie dance, house",,$45 | 18+
Thu: Jul 25-Sun: Jul 28(Thu: 6pm-Sun: 9pm),Thu: Jul 25-Sun: Jul 28(Thu: 6pm-Sun: 9pm),Gray Area Festival 2019 @ Gray Area Art + Technology (San Francisco),Gray Area Festival 2019 @ Gray Area Art + Technology (San Francisco),"experimental, live a/v",https://www.facebook.com/events/252455188963458/,$200Gray Area Art + Technology
Fri: Aug 2-Sun: Aug 4(Fri: 12pm-Sun: 3pm),Fri: Aug 2-Sun: Aug 4(Fri: 12pm-Sun: 3pm),"Alien Mind Control: Ekimskrid, XhamaniK Ritual, Aluxes, Goldilox, Vampyromorpha, Silent Movement, Serendipity, Herbert Quain, Lali Shyama, Joshuasca, Hardkore Nate, Andaaza, Skuzzo @ TBA (Northern California)","Alien Mind Control: Ekimskrid, XhamaniK Ritual, Aluxes, Goldilox, Vampyromorpha, Silent Movement, Serendipity, Herbert Quain, Lali Shyama, Joshuasca, Hardkore Nate, Andaaza, Skuzzo @ TBA (Northern California)",psytrance,,Psyr8
Fri: Aug 9-Sun: Aug 11(Fri: 12pm-Sun: 11:59am),Fri: Aug 9-Sun: Aug 11(Fri: 12pm-Sun: 11:59am),Organic Fest 2019 @ Blue Mountain Event Center (Wilseyville),Organic Fest 2019 @ Blue Mountain Event Center (Wilseyville),"bass music, dubstep, glitch, trap",https://www.facebook.com/events/626385247811566/,$119+ | 18+
Thu: Aug 15-Sun: Aug 18(Thu: 12pm-Sun: 11:59pm),Thu: Aug 15-Sun: Aug 18(Thu: 12pm-Sun: 11:59pm),STS9: Wave Spell Live 2019 @ Belden Town Resort & Lodge (Belden),STS9: Wave Spell Live 2019 @ Belden Town Resort & Lodge (Belden),jamtronica,,"Euphonic Conceptions, Mammoth Music"
Sat: Sep 14(2pm-9pm),Sat: Sep 14(2pm-9pm),Lane 8: This Never Happened Summer Gathering @ Frank Ogawa Plaza (Oakland),Lane 8: This Never Happened Summer Gathering @ Frank Ogawa Plaza (Oakland),"tech house, progressive house, deep house",https://www.facebook.com/events/2054725141486491/,$34.99-49.99 | 18+Dj Dials
Fri: Sep 20-Sun: Sep 22(Fri: 12pm-Sun: 10pm),Fri: Sep 20-Sun: Sep 22(Fri: 12pm-Sun: 10pm),Redmarines Festival 2019 @ TBA (Sopiago Creek),Redmarines Festival 2019 @ TBA (Sopiago Creek),"psytrance, techno",https://www.facebook.com/events/2010008019299949/,$80 | All agesRm Music Festival
Fri: Sep 27(8pm),Fri: Sep 27(8pm),Nitzer Ebb @ Slim's (San Francisco),Nitzer Ebb @ Slim's (San Francisco),EBM,https://www.facebook.com/events/371172557006962/,$30 | All agesSlim's
Fri: Oct 4-Sun: Oct 6(Fri: 10am-Sun: 11:59pm),Fri: Oct 4-Sun: Oct 6(Fri: 10am-Sun: 11:59pm),Dirtybird Campout West Coast 2019 @ Modesto Reservoir (Waterford),Dirtybird Campout West Coast 2019 @ Modesto Reservoir (Waterford),"tech house, funky house, deep house, hip-hop, trap, drum and bass",,21+Dirtybird Campout
Sun: Dec 1(7pm),Sun: Dec 1(7pm),"The Chainsmokers, 5 Seconds Of Summer, Lennona Stella: World War Joy Tour @ Golden 1 Center (Sacramento)","The Chainsmokers, 5 Seconds Of Summer, Lennona Stella: World War Joy Tour @ Golden 1 Center (Sacramento)","big room, pop EDM, electro house, trap, hip-hop",,$25.91 | All ages
Mondays(9pm),Mondays(9pm),Moody Mondays w/D!ANA @ The Ruby Room (Oakland),Moody Mondays w/D!ANA @ The Ruby Room (Oakland),various,,21+
Mondays(9:30pm-3am),Mondays(9:30pm-3am),Death Guild @ DNA Lounge (San Francisco),Death Guild @ DNA Lounge (San Francisco),"goth, industrial, synthpop, noise, ambient",https://www.dnalounge.com,$3 b4 10pm/$5 pre | 18+Death Guild
Tuesdays(5pm),Tuesdays(5pm),Nice Timing @ Phonobar (San Francisco),Nice Timing @ Phonobar (San Francisco),"house, techno",,21+R. Fentz
Tuesdays(9pm-1:30am),Tuesdays(9pm-1:30am),"Rhythm Ritual w/Arturo Garces, Eddie House, & Soul Shadow @ The Continental Bar Lounge & Patio (San Jose)","Rhythm Ritual w/Arturo Garces, Eddie House, & Soul Shadow @ The Continental Bar Lounge & Patio (San Jose)",house,,Free | 21+Rhythm Ritual
Tuesdays(10pm-2am),Tuesdays(10pm-2am),Soundpieces @ Monarch (San Francisco),Soundpieces @ Monarch (San Francisco),"bass music, trap, hip-hop, dubstep, club music",,Free b4 10:30pm/$10 | 21+Soundpieces
1st/3rd Tuesdays(10pm-1:50am),1st/3rd Tuesdays(10pm-1:50am),Shelter @ Underground (San Francisco),Shelter @ Underground (San Francisco),drum and bass,,"Free | 21+Shelter, Underground SF"
2nd Tuesdays(9pm),2nd Tuesdays(9pm),Tutu Tuesday @ Harlot (San Francisco),Tutu Tuesday @ Harlot (San Francisco),deep house,,$10  | 21+Tutu Tuesday
3rd Tuesdays(8pm-1am),3rd Tuesdays(8pm-1am),"Global Barrio w/Jackfruit, Juan G @ ERA Art Bar and Lounge (Oakland)","Global Barrio w/Jackfruit, Juan G @ ERA Art Bar and Lounge (Oakland)","digital cumbia, reggaeton, afrobeats, latin house",,Free | 21+Global Barrio
Wednesdays(7pm-12am),Wednesdays(7pm-12am),Revival Wednesdays @ OMG (San Francisco),Revival Wednesdays @ OMG (San Francisco),"pop EDM, trap, dubstep, house, electro drum and bass, techno",,Free | 21+Calafia Productions
Wednesdays(9:30pm-2am),Wednesdays(9:30pm-2am),Amplify @ 715 Harrison St (San Francisco),Amplify @ 715 Harrison St (San Francisco),"pop EDM, trap, dubstep, hardstyle, drum and bass",,$10  | 18+Amplify SF
Wednesdays(9pm-3am),Wednesdays(9pm-3am),Housepitality @ F8 1192 Folsom (San Francisco),Housepitality @ F8 1192 Folsom (San Francisco),house,,Free b4 10pm w/RSVP / $5 pre / $10 | 21+Housepitality
1st/3rd Wednesdays(8pm-12am),1st/3rd Wednesdays(8pm-12am),DJmaDRE @ The Royale (San Francisco),DJmaDRE @ The Royale (San Francisco),"future bass, hip hop, funk, soul, global bass",http://www.theroyalesf.com/calendar-1/,Free | 21+Will Weston
1st Wednesdays(9pm-1am),1st Wednesdays(9pm-1am),"A N A L O G / All Vinyl Party W/CUTSO, Brandon Roos, Chale Brown, Mark PLSTK @ Cafe Stritch (San Francisco)","A N A L O G / All Vinyl Party W/CUTSO, Brandon Roos, Chale Brown, Mark PLSTK @ Cafe Stritch (San Francisco)","hip-hop, future beats",,21+Universal Grammar
3rd Wednesdays(9pm-2am),3rd Wednesdays(9pm-2am),So It Goes @ The Hatch (Oakland),So It Goes @ The Hatch (Oakland),"progressive house, deep house",,Free | 21+
Thursdays(9pm),Thursdays(9pm),"The Changing Same w/The C.M.E., Shea Butter, Mark Plstk, Chale Brown @ The Continental Bar Lounge & Patio (San Jose)","The Changing Same w/The C.M.E., Shea Butter, Mark Plstk, Chale Brown @ The Continental Bar Lounge & Patio (San Jose)","hip-hop, future beats",,"21+The Changing Same, Universal Grammar"
Thursdays(5pm),Thursdays(5pm),Something Better w/ Sticky Nicky Shoes @ Vinyl Dreams (San Francisco),Something Better w/ Sticky Nicky Shoes @ Vinyl Dreams (San Francisco),various,,Free | All agesNiklas Aka 'Sticky' Nicky Shoes
Thursdays(6pm),Thursdays(6pm),Diacritic Collective @ Phonobar (San Francisco),Diacritic Collective @ Phonobar (San Francisco),techno,,21+Phonobar
Thursdays(10pm-2am),Thursdays(10pm-2am),Next Level Thursdays @ Temple Nightclub (San Francisco),Next Level Thursdays @ Temple Nightclub (San Francisco),various,,$10 pre | 21+Temple
Thursdays(10pm-4am),Thursdays(10pm-4am),Substance @ The Endup,Substance @ The Endup,house,,FR11/$5-10 pre/$15 | 21+
1st Thursdays(10pm),1st Thursdays(10pm),"Intersection Returns w/Nihar Bhatt, Russell E.L. Butler @ The STUD","Intersection Returns w/Nihar Bhatt, Russell E.L. Butler @ The STUD","techno, house",,21+Intersection
1st Thursdays(9pm-2am),1st Thursdays(9pm-2am),"Cheat Day Ft. DJ Jackfruit, Jon Reyes, Das Boots, Salty Sherilyn, Joogmac @ The Hatch (Oakland)","Cheat Day Ft. DJ Jackfruit, Jon Reyes, Das Boots, Salty Sherilyn, Joogmac @ The Hatch (Oakland)","baile funk, dancehall, hip-hop, house, future soul",,Free | 21+Cheatday
1st Thursdays(10pm-2am),1st Thursdays(10pm-2am),Deep-n-Dirty @ WISH Bar and Lounge,Deep-n-Dirty @ WISH Bar and Lounge,house,,"Free | 21+WISH Bar, Red Monkey SF"
2nd Thursdays(10pm-2am),2nd Thursdays(10pm-2am),"Constellations: Libra Edition w/ Nina Sol, Wonway, Heylove* @ Starline Social Club","Constellations: Libra Edition w/ Nina Sol, Wonway, Heylove* @ Starline Social Club","deep house, hip-hop, afrobeats, breaks",,"FreeConstellations Oakland, ThinkBeat Radio"
2nd Thursdays(9:30pm-2am),2nd Thursdays(9:30pm-2am),Concrete Roots @ 2313 San Pablo Ave (Oakland),Concrete Roots @ 2313 San Pablo Ave (Oakland),hip-hop,,FreeHip Hop For Change
2nd Thursdays(9:30pm-2:30am),2nd Thursdays(9:30pm-2:30am),You're Welcome @ Monarch,You're Welcome @ Monarch,"house, techno, disco",,$7/10/15 | 21+You're Welcome
2nd Thursdays(10pm-2am),2nd Thursdays(10pm-2am),Homespun @ Milk Bar (San Francisco),Homespun @ Milk Bar (San Francisco),"funky house, deep house, tech house",,Free | 21+Stay Active
2nd/4th Thursdays(9pm-1:30am),2nd/4th Thursdays(9pm-1:30am),"Deep in the Hatch w/LedAstray, Moto Tembo @ The Hatch (Oakland)","Deep in the Hatch w/LedAstray, Moto Tembo @ The Hatch (Oakland)","deep house, tech house",,Free | 21+
3rd Thursdays(9pm-2am),3rd Thursdays(9pm-2am),They're Here @ Underground SF,They're Here @ Underground SF,"techno, deep house, progressive house",,FR11/$5 | 21+They're Here
3rd Thursdays(9pm),3rd Thursdays(9pm),Wax Trippin @ The Legionnaire Saloon (Oakland),Wax Trippin @ The Legionnaire Saloon (Oakland),hip-hop,,Free | 21+Rondavoux Records/Rdv Promo
3rd Thursdays(8pm-12am),3rd Thursdays(8pm-12am),"OOMPH w/Klekno, Michelle Musial @ Bergerac","OOMPH w/Klekno, Michelle Musial @ Bergerac","ambient house, techno, tribal progressive, dho",,21+
3rd Thursdays(7pm-12:30am),3rd Thursdays(7pm-12:30am),Bay Area Producers Social @ The Legionnaire Saloon,Bay Area Producers Social @ The Legionnaire Saloon,producer class,https://www.facebook.com/events/171696663405341/,$15 Producers Social
