start-date-time,source,end-date-time,geography,name,tags,miscellaneous
Sat: Mar 23(10pm-3am),19hz,Sat: Mar 23(10pm-3am),Halcyon and Moulton Music Present Louie Vega @ Halcyon (San Francisco),Halcyon and Moulton Music Present Louie Vega @ Halcyon (San Francisco),house,$15-30 | 21+|Halcyon SF|Facebook Page
Mon: Mar 25(7pm),19hz,Mon: Mar 25(7pm),"Com Truise w/Jack Grace, Ginla @ Harlow's Restaurant And Nightclub (Sacramento)","Com Truise w/Jack Grace, Ginla @ Harlow's Restaurant And Nightclub (Sacramento)","synthpop, electro, synthwave",$20 pre/$25 | 21+|Harlow's And Abstract Entertainment Present|
Wed: Mar 27-Sun: Mar 31(Wed: 4pm-Sun: 12am),19hz,Wed: Mar 27-Sun: Mar 31(Wed: 4pm-Sun: 12am),Mvmnt Bay Area Dance Festival @ MVMNT Studio (Berkeley),Mvmnt Bay Area Dance Festival @ MVMNT Studio (Berkeley),"house, hip-hop",All ages|Mvmnt Studio|
Wed: Mar 27(9pm-2am),19hz,Wed: Mar 27(9pm-2am),"Housepitality: Ash Lauryn, Experimental Housewife, Don Crisp @ F8 1192 Folsom (San Francisco)","Housepitality: Ash Lauryn, Experimental Housewife, Don Crisp @ F8 1192 Folsom (San Francisco)","house, techno",Free w/RSVP b4 10pm / $5 pre / $10 | 21+|Housepitality|Facebook Page
Wed: Mar 27(9pm-2am),19hz,Wed: Mar 27(9pm-2am),"Voltage: Spring Break Ft. Bear Grillz, AFK, Kompany, Ubur & Somnium Sound @ 715 Harrison St (San Francisco)","Voltage: Spring Break Ft. Bear Grillz, AFK, Kompany, Ubur & Somnium Sound @ 715 Harrison St (San Francisco)","dubstep, trap",$27+ | 18+|Amplify SF|Facebook Page
Thu: Mar 28(9pm),19hz,Thu: Mar 28(9pm),Massive Attack @ Bill Graham Civic Auditorium (San Francisco),Massive Attack @ Bill Graham Civic Auditorium (San Francisco),"trip-hop, downtempo",|Another Planet Entertainment|
Thu: Mar 28(9pm-2am),19hz,Thu: Mar 28(9pm-2am),"Cosmic Bridge Tour: Om Unit, DJ Madd, Moresounds @ Monarch (San Francisco)","Cosmic Bridge Tour: Om Unit, DJ Madd, Moresounds @ Monarch (San Francisco)","dubstep, hip-hop, drum and bass, bass music",$15-20 | 21+|Soundpieces|Facebook Page
Thu: Mar 28(9pm-2am),19hz,Thu: Mar 28(9pm-2am),"Sequence: P0gman, Shiverz, Slimez @ DNA Lounge (San Francisco)","Sequence: P0gman, Shiverz, Slimez @ DNA Lounge (San Francisco)",dubstep,"$5-10 | 18+|Vital Events, Olympus|Facebook Page"
Thu: Mar 28(10pm-2am),19hz,Thu: Mar 28(10pm-2am),Party Pupils + Pat Lok @ 1015 Folsom Basement (San Francisco),Party Pupils + Pat Lok @ 1015 Folsom Basement (San Francisco),house,$10 pre | 21+|1015 Folsom|
Thu: Mar 28(10pm-4am),19hz,Thu: Mar 28(10pm-4am),Joris Voorn @ Halcyon (San Francisco),Joris Voorn @ Halcyon (San Francisco),tech house,$15-80 | 21+|Halcyon SF|
Fri: Mar 29(9pm-2am),19hz,Fri: Mar 29(9pm-2am),Blank Cassette SF Vol. 8 Ft. Jay Prince @ 111 Minna Gallery (San Francisco),Blank Cassette SF Vol. 8 Ft. Jay Prince @ 111 Minna Gallery (San Francisco),"hip-hop, live band","$15|Escape The Routine, Flower Co|"
Fri: Mar 29(9pm-2am),19hz,Fri: Mar 29(9pm-2am),Native Tongues Appreciation Night Feat. Prince Paul & Dante Ross @ The Uptown (Oakland),Native Tongues Appreciation Night Feat. Prince Paul & Dante Ross @ The Uptown (Oakland),hip-hop,21+|Dj Platurn|
Fri: Mar 29(9pm-2am),19hz,Fri: Mar 29(9pm-2am),The Icaros Experience w/ Sasha Rose and Nadi @ 7th West (Oakland),The Icaros Experience w/ Sasha Rose and Nadi @ 7th West (Oakland),"global bass, bass music",Donation | 21+||Facebook Page
Fri: Mar 29(9pm-3am),19hz,Fri: Mar 29(9pm-3am),"Crowd Control w/Matt Abdalah, DJ Cira @ Hawthorn (San Francisco)","Crowd Control w/Matt Abdalah, DJ Cira @ Hawthorn (San Francisco)",house,Free w/RSVP b4 10:30pm | 21+|Hawthorn|
Fri: Mar 29(9:30pm-3am),19hz,Fri: Mar 29(9:30pm-3am),Rhythm Zone @ Cat Club (San Francisco),Rhythm Zone @ Cat Club (San Francisco),"industrial, EBM, new beat, euro synth, acid house",$5 b4 10/$8 | 21+|Club Rhythm Zone|
Fri: Mar 29(10pm-2am),19hz,Fri: Mar 29(10pm-2am),Chris Malinchak @ Audio (San Francisco),Chris Malinchak @ Audio (San Francisco),house,$10 | 21+|Audio San Francisco|
Fri: Mar 29(10pm-2am),19hz,Fri: Mar 29(10pm-2am),MAKJ @ Temple Nightclub (San Francisco),MAKJ @ Temple Nightclub (San Francisco),"electro house, big room house",$20-30 | 21+|Temple Nightclub|
Fri: Mar 29(10pm-3am),19hz,Fri: Mar 29(10pm-3am),Duke Dumont @ 1015 Folsom (San Francisco),Duke Dumont @ 1015 Folsom (San Francisco),"funky house, tech house, uk garage",$20-35 | 21+|1015 Folsom|Facebook Page
Fri: Mar 29(10pm-4am),19hz,Fri: Mar 29(10pm-4am),"Low Steppa, Sam Divine, Ferreck Dawn @ Halcyon (San Francisco)","Low Steppa, Sam Divine, Ferreck Dawn @ Halcyon (San Francisco)","tech house, bassline, uk garage",$15-30 | 21+|Halcyon SF|Facebook Page
Fri: Mar 29(10pm-4am),19hz,Fri: Mar 29(10pm-4am),"Robot Ears: Jamaica Suk, Jamaica Suk, Sepehr, Alterity, Ivana Karpierz, famousRtist @ F8 1192 Folsom (San Francisco)","Robot Ears: Jamaica Suk, Jamaica Suk, Sepehr, Alterity, Ivana Karpierz, famousRtist @ F8 1192 Folsom (San Francisco)",tech house,"$15 | 21+|Robot Ears, Supervixen|"
Sun: Mar 30(1am-6am),19hz,Sun: Mar 30(1am-6am),"Direct To Earth Late Night w/Entropy Worship, Max Gardner @ TBA (San Francisco)","Direct To Earth Late Night w/Entropy Worship, Max Gardner @ TBA (San Francisco)",techno,21+|Direct To Earth|
Sat: Mar 30(11am-7pm),19hz,Sat: Mar 30(11am-7pm),Sunbeat 8 - Rogue Alliance Day Party @ Ancil Hoffman Park/ American River Parkway (Carmichael),Sunbeat 8 - Rogue Alliance Day Party @ Ancil Hoffman Park/ American River Parkway (Carmichael),"house, drum and bass, dubstep",Free|Rogue Alliance|
Sat: Mar 30(4pm-11pm),19hz,Sat: Mar 30(4pm-11pm),"No Parking On The Dance Floor w/ Slope 114, Bremson, & Bimes @ King Cong Brewing Company (Sacramento)","No Parking On The Dance Floor w/ Slope 114, Bremson, & Bimes @ King Cong Brewing Company (Sacramento)",house,Free | All ages|PUSCH Productions|
Sat: Mar 30(5pm),19hz,Sat: Mar 30(5pm),"Bay Nites: Flux Pavilion, Rich The Kid, 4B, Yultron, Wax Motif, Diablo, Wenzday @ Bill Graham Civic Auditorium (San Francisco)","Bay Nites: Flux Pavilion, Rich The Kid, 4B, Yultron, Wax Motif, Diablo, Wenzday @ Bill Graham Civic Auditorium (San Francisco)","dubstep, trap, electro house, pop EDM",$45-65 | 18+||Event Link
Sat: Mar 30(6pm-2am),19hz,Sat: Mar 30(6pm-2am),"Wonka's Dirty Banger: John Beaver, Forest Green, Blake Las AKA DJ Tek 9, Clover Beats, Eco Freq, Elbereth, Formless, Mario Ochoa & Aaron G, Max Kim, Myke Death, Norsca, Prime Balance, Selenium, Skinny @ Lifted Events Center (Sacramento)","Wonka's Dirty Banger: John Beaver, Forest Green, Blake Las AKA DJ Tek 9, Clover Beats, Eco Freq, Elbereth, Formless, Mario Ochoa & Aaron G, Max Kim, Myke Death, Norsca, Prime Balance, Selenium, Skinny @ Lifted Events Center (Sacramento)","trance, house, dubstep, melbourne bounce",$20-25 | 18+|Djs Unlimited|Facebook Page
Sat: Mar 30(8:30pm-4am),19hz,Sat: Mar 30(8:30pm-4am),Honey Soundsystem + Debonair @ Public Works (San Francisco),Honey Soundsystem + Debonair @ Public Works (San Francisco),"house, electro, disco",$10-17 | 21+|Publicworks|Facebook Page
Sat: Mar 30(9pm),19hz,Sat: Mar 30(9pm),Broods @ August Hall (San Francisco),Broods @ August Hall (San Francisco),synthpop,All ages|August Hall|
Sat: Mar 30(9pm-3:30am),19hz,Sat: Mar 30(9pm-3:30am),Bootie SF: Decade Wars @ DNA Lounge (San Francisco),Bootie SF: Decade Wars @ DNA Lounge (San Francisco),mashups,$10 b4 10pm/$15 pre/$20 | 21+|Bootie SF|Facebook Page
Sat: Mar 30(9pm-3:30am),19hz,Sat: Mar 30(9pm-3:30am),Opulent Temple's 10th Annual Sacred Dance @ Regency Ballroom (San Francisco),Opulent Temple's 10th Annual Sacred Dance @ Regency Ballroom (San Francisco),"tech house, electro house, breaks",$30-99 | 21+|Opulent Temple|Facebook Page
Sat: Mar 30(9pm-5am),19hz,Sat: Mar 30(9pm-5am),Monochromatic Afterhours @ TBA (San Francisco),Monochromatic Afterhours @ TBA (San Francisco),"tech house, electro house, breaks",$20|The Janky Barge|
Sat: Mar 30(9:30pm-1:55am),19hz,Sat: Mar 30(9:30pm-1:55am),Hot Pynk: A Hundred Drums @ The Stone House (Nevada City),Hot Pynk: A Hundred Drums @ The Stone House (Nevada City),"bass music, dubstep","|The Stone House, Hot Pynk|"
Sat: Mar 30(9:30pm-2am),19hz,Sat: Mar 30(9:30pm-2am),Worakls @ Audio (San Francisco),Worakls @ Audio (San Francisco),"progressive house, tech house",$10 | 21+|Audio San Francisco|
Sat: Mar 30(10pm-11:30pm),19hz,Sat: Mar 30(10pm-11:30pm),Russell Haswell + Pita @ The Lab (San Francisco),Russell Haswell + Pita @ The Lab (San Francisco),"experimental, techno, noise",$20|The Lab|Facebook Page
Sat: Mar 30(10pm-2am),19hz,Sat: Mar 30(10pm-2am),Breathe Carolina @ Temple Nightclub (San Francisco),Breathe Carolina @ Temple Nightclub (San Francisco),"big room, electropop",$20-30 | 21+|Temple Nightclub|
Sat: Mar 30(10pm-6am),19hz,Sat: Mar 30(10pm-6am),Phoenix - Rick Braile & Bugie + Aki @ The Endup (San Francisco),Phoenix - Rick Braile & Bugie + Aki @ The Endup (San Francisco),"circuit house, tech house, electro house",$20 pre  | 21+|Phoenix SF|
Sun: Mar 31(11am-6pm),19hz,Sun: Mar 31(11am-6pm),"Shifting Plates: An East Bay Record Fair w/B-Side Brujas, Lips & Rhythm, ALVARO @ Classic Cars West Beer Garden (Oakland)","Shifting Plates: An East Bay Record Fair w/B-Side Brujas, Lips & Rhythm, ALVARO @ Classic Cars West Beer Garden (Oakland)","world music, funk, disco, house, techno",Free/$1 suggested donation | All ages|Fault Radio|Facebook Page
Sun: Mar 31(12pm-8pm),19hz,Sun: Mar 31(12pm-8pm),"Bliss Vibes - On The Roof (Mioli Music 9 Year Anniversary!): Emanate, Hobson @ Hotel Via (San Francisco)","Bliss Vibes - On The Roof (Mioli Music 9 Year Anniversary!): Emanate, Hobson @ Hotel Via (San Francisco)","deep house, tech house",$10-25 | 21+|Mioli Music|Facebook Page
Sun: Mar 31(1pm-6pm),19hz,Sun: Mar 31(1pm-6pm),Best Day Ever w/ The Magician @ Audio (San Francisco),Best Day Ever w/ The Magician @ Audio (San Francisco),"disco, house",$20-25 | 21+|Audio San Francisco|
Sun: Mar 31(8pm),19hz,Sun: Mar 31(8pm),"And One, Vore Aurora @ Rickshaw Stop (San Francisco)","And One, Vore Aurora @ Rickshaw Stop (San Francisco)",synthpop,$30 | 18+|Death Guild|Facebook Page
Tue: Apr 2(6:30pm),19hz,Tue: Apr 2(6:30pm),Quinn XCII: From Tour w/ Love @ Ace Of Spades (Sacramento),Quinn XCII: From Tour w/ Love @ Ace Of Spades (Sacramento),"synthpop, hip-hop, reggae",$28-83 | All ages|Ace Of Spades|
Thu: Apr 4(7pm),19hz,Thu: Apr 4(7pm),San Holo @ Ace Of Spades (Sacramento),San Holo @ Ace Of Spades (Sacramento),"future bass, trap, dubstep",$40-99 | All ages|Ace Of Spades|Facebook Page
Thu: Apr 4(8pm),19hz,Thu: Apr 4(8pm),"Space Jesus w/Buku, Huxley Anne, Eazybaked @ The Catalyst (Santa Cruz)","Space Jesus w/Buku, Huxley Anne, Eazybaked @ The Catalyst (Santa Cruz)","dubstep, glitch-hop, bass music",$20 | 16+|The Catalyst: 'Temple Of Noom Tour'|Facebook Page
Thu: Apr 4(9pm-1:30am),19hz,Thu: Apr 4(9pm-1:30am),Onra (Paris) @ The Continental Bar Lounge & Patio (San Jose),Onra (Paris) @ The Continental Bar Lounge & Patio (San Jose),"hip-hop, r&b, soul",21+|Universal Grammar|
Thu: Apr 4(10pm-2am),19hz,Thu: Apr 4(10pm-2am),Golden Features @ Audio (San Francisco),Golden Features @ Audio (San Francisco),"tech house, deep house",$10 | 21+|Audio San Francisco|
Fri: Apr 5(2am-6am),19hz,Fri: Apr 5(2am-6am),Mason Maynard @ TBA (San Francisco),Mason Maynard @ TBA (San Francisco),tech house,$10-20 | 21+|SET|
Fri: Apr 5(8pm),19hz,Fri: Apr 5(8pm),"Space Jesus, Buku, Huxley Anne, Eazybaked @ The Uc Theatre Taube Family Music Hall (Berkeley)","Space Jesus, Buku, Huxley Anne, Eazybaked @ The Uc Theatre Taube Family Music Hall (Berkeley)","dubstep, glitch-hop, bass music",$28.25 | All ages||Facebook Page
Fri: Apr 5(8pm-2am),19hz,Fri: Apr 5(8pm-2am),Fumiya Tanaka w/ Petko Nikolov @ Phonobar (San Francisco),Fumiya Tanaka w/ Petko Nikolov @ Phonobar (San Francisco),"tech house, minimal, techno",$15 | 21+|Phonobar|Facebook Page
Fri: Apr 5(9pm-1am),19hz,Fri: Apr 5(9pm-1am),Tennyson (Live) @ Rickshaw Stop (San Francisco),Tennyson (Live) @ Rickshaw Stop (San Francisco),"synthpop, future beats, trip-hop, experimental",$17 | 18+|Popscene|
Fri: Apr 5(9pm-2am),19hz,Fri: Apr 5(9pm-2am),"Vague Terrain w/ M.E.S.H., Austin Cesear @ Underground (San Francisco)","Vague Terrain w/ M.E.S.H., Austin Cesear @ Underground (San Francisco)","live electronic, experimental, ambient",$10 pre/$15 | 21+|Vague Terrain|
Fri: Apr 5(9:30pm-2am),19hz,Fri: Apr 5(9:30pm-2am),Paul Oakenfold @ Audio (San Francisco),Paul Oakenfold @ Audio (San Francisco),"progressive house, trance",$15-35 | 21+|Audio San Francisco|
Fri: Apr 5(9:30pm-3:30am),19hz,Fri: Apr 5(9:30pm-3:30am),"Noctuary 12 w/ Anastasia Kristensen & Carlos Souffront, Kudeki @ Public Works Oddjob Loft (San Francisco)","Noctuary 12 w/ Anastasia Kristensen & Carlos Souffront, Kudeki @ Public Works Oddjob Loft (San Francisco)","acid house, tech house, techno",$10 | 21+|Noctuary SF|Facebook Page
Fri: Apr 5(10pm),19hz,Fri: Apr 5(10pm),Tchami's Ghosts @ The Great Northern (San Francisco),Tchami's Ghosts @ The Great Northern (San Francisco),"bass house, future house, electro house",$40 | 21+||Facebook Page
Fri: Apr 5(10pm-3:30am),19hz,Fri: Apr 5(10pm-3:30am),Atish All Night @ The Public Works (San Francisco),Atish All Night @ The Public Works (San Francisco),"techno, progressive house, tech house",$20 | 21+|The Public Works SF|Facebook Page
Fri: Apr 5(10pm-3:30am),19hz,Fri: Apr 5(10pm-3:30am),Parameter w/Pariah @ F8 1192 Folsom (San Francisco),Parameter w/Pariah @ F8 1192 Folsom (San Francisco),"techno, garage",$10-15 | 21+|Parameter|Facebook Page
Sat: Apr 6(7:30pm),19hz,Sat: Apr 6(7:30pm),Robotaki @ Cornerstone (Berkeley),Robotaki @ Cornerstone (Berkeley),"synthpop, future bass",$17 pre / $21 | All ages|Cornerstone & We Dream Worlds:|
Sat: Apr 6(8pm),19hz,Sat: Apr 6(8pm),Mortiis @ Oakland Metro (Oakland),Mortiis @ Oakland Metro (Oakland),"industrial rock, dark ambient",$15 | All ages|Numbskullshows.Com|Facebook Page
Sat: Apr 6(8pm-11:59pm),19hz,Sat: Apr 6(8pm-11:59pm),Dabin @ Slim's (San Francisco),Dabin @ Slim's (San Francisco),"future bass, pop EDM",$15-20 | All ages|Slim's|
Sat: Apr 6(8pm-2am),19hz,Sat: Apr 6(8pm-2am),Ali Bar-Bar - 5 Years Celebration! @ The Hub (Redwood City),Ali Bar-Bar - 5 Years Celebration! @ The Hub (Redwood City),"progressive house, tech house, playa tech",$15-20 | 21+|Ali Bar-Bar|Facebook Page
Sat: Apr 6(9pm-3:30am),19hz,Sat: Apr 6(9pm-3:30am),Mystopia Presents: Dance Apocalyptic! w/The Carry Nation @ The Public Works (San Francisco),Mystopia Presents: Dance Apocalyptic! w/The Carry Nation @ The Public Works (San Francisco),house,$12.50-25 | 21+|Mystopia|
Sat: Apr 6(9:30pm-2am),19hz,Sat: Apr 6(9:30pm-2am),Croatia Squad @ Audio (San Francisco),Croatia Squad @ Audio (San Francisco),"house, nu-disco",$10 | 21+|Audio San Francisco|
Sat: Apr 6(9:30pm-3am),19hz,Sat: Apr 6(9:30pm-3am),Set w/Gardens Of God & Joseph Ashworth @ Monarch (San Francisco),Set w/Gardens Of God & Joseph Ashworth @ Monarch (San Francisco),"tech house, progressive house",$10-20 | 21+||
Sat: Apr 6(10pm-4am),19hz,Sat: Apr 6(10pm-4am),Chus and Ceballos X Dolby Atmos @ Halcyon (San Francisco),Chus and Ceballos X Dolby Atmos @ Halcyon (San Francisco),"techno, tech house, deep house",$10-25 | 21+|Halcyon SF|
Sun: Apr 7(1pm-7pm),19hz,Sun: Apr 7(1pm-7pm),Honey Dijon @ Audio (San Francisco),Honey Dijon @ Audio (San Francisco),"deep house, tech house",$10-25 | 21+|Audio San Francisco|Facebook Page
Sun: Apr 7(2pm-10pm),19hz,Sun: Apr 7(2pm-10pm),"Soul Deluxe 2019 w/DJ Theo & Sen-Sei Live! David Harness, Mario Dubbz @ 7th West (Oakland)","Soul Deluxe 2019 w/DJ Theo & Sen-Sei Live! David Harness, Mario Dubbz @ 7th West (Oakland)","deep house, soulful house, hip-hop, r&b",Free w/RSVP / $15|Theoretical Soul|Facebook Page
Sun: Apr 7(8pm-10pm),19hz,Sun: Apr 7(8pm-10pm),Eduardo Castillo - Envelop Showcase @ Envelop At The Midway (San Francisco),Eduardo Castillo - Envelop Showcase @ Envelop At The Midway (San Francisco),"tech house, progressive house, deep house",$50|Envelop|
Tue: Apr 9(7pm),19hz,Tue: Apr 9(7pm),Flosstradamus @ Ace Of Spades (Sacramento),Flosstradamus @ Ace Of Spades (Sacramento),"trap, hip-hop",$27.50 | All ages|Ace Of Spades|
Wed: Apr 10(9pm-11:30pm),19hz,Wed: Apr 10(9pm-11:30pm),Little People @ The New Parish (Oakland),Little People @ The New Parish (Oakland),"downtempo, hip-hop",$10-15 | 21+|The New Parish|Facebook Page
Thu: Apr 11(8pm),19hz,Thu: Apr 11(8pm),FKJ @ The Warfield (San Francisco),FKJ @ The Warfield (San Francisco),"future beats, hip-hop, r&b",$30 | All ages||Facebook Page
Thu: Apr 11(10pm-2am),19hz,Thu: Apr 11(10pm-2am),Ashley Wallbridge @ Audio (San Francisco),Ashley Wallbridge @ Audio (San Francisco),"trance, house",21+|Trancefamily SF|
Fri: Apr 12-Sun: Apr 14(Fri: 1pm-Sun: 12pm),19hz,Fri: Apr 12-Sun: Apr 14(Fri: 1pm-Sun: 12pm),End Means Beginning @ TBA (Northern California),End Means Beginning @ TBA (Northern California),"jungle, techno, dubstep, garage, bass music, house, breakcore, experimental",Free|Thought Society + DEFSF|
Fri: Apr 12(7pm),19hz,Fri: Apr 12(7pm),"Excision, Black Tiger Sex Machine, Subtronics, Downlink, Sullivan King, Wooli, Subdocta @ Bill Graham Civic Auditorium (San Francisco)","Excision, Black Tiger Sex Machine, Subtronics, Downlink, Sullivan King, Wooli, Subdocta @ Bill Graham Civic Auditorium (San Francisco)","dubstep, brostep",$49.5 | 18+||Facebook Page
Fri: Apr 12(8pm),19hz,Fri: Apr 12(8pm),Beats Antique @ Fox Theater (Oakland),Beats Antique @ Fox Theater (Oakland),"glitch-hop, hip-hop, downtempo, tribal, dubstep",$35||Facebook Page
Fri: Apr 12(8pm-2am),19hz,Fri: Apr 12(8pm-2am),Martyn @ Phonobar (San Francisco),Martyn @ Phonobar (San Francisco),"house, techno, garage, dubstep",$15 | 21+|Phonobar|Facebook Page
Fri: Apr 12(9pm-1:45am),19hz,Fri: Apr 12(9pm-1:45am),The Cauldron - Spring Fever Benefit / DJ Starr's Birthday @ The Golden Bull (Oakland),The Cauldron - Spring Fever Benefit / DJ Starr's Birthday @ The Golden Bull (Oakland),"darkwave, goth, electro",$10 | 21+|The Cauldron|
Fri: Apr 12(9pm-2am),19hz,Fri: Apr 12(9pm-2am),"Rhythm Method: Dave Aju, George Didescu's Bday! @ BRIX 581 (Oakland)","Rhythm Method: Dave Aju, George Didescu's Bday! @ BRIX 581 (Oakland)","deep house, tech house",21+|Housebroken Events|
Fri: Apr 12(9pm-2am),19hz,Fri: Apr 12(9pm-2am),"Slug Wife, Kursa, Broken Note, Seppa @ The New Parish (Oakland)","Slug Wife, Kursa, Broken Note, Seppa @ The New Parish (Oakland)","dubstep, halftime drum and bass","$10-20 pre/$25 | 18+|Wormhole, 4/12, Wormhole|Facebook Page"
Fri: Apr 12(9:30pm-3:30am),19hz,Fri: Apr 12(9:30pm-3:30am),Ame (DJ Set) & Adriatique @ The Great Northern (San Francisco),Ame (DJ Set) & Adriatique @ The Great Northern (San Francisco),"techno, tech house, deep house",$20-30 | 21+|The Great Northern|Facebook Page
Fri: Apr 12(10pm-4am),19hz,Fri: Apr 12(10pm-4am),Fur Coat @ Halcyon (San Francisco),Fur Coat @ Halcyon (San Francisco),"tech house, deep house, progressive house",$10-30 | 21+|Fur Coat|Facebook Page
Sat: Apr 13(7pm),19hz,Sat: Apr 13(7pm),"Excision, Virtual Riot, Barely Alive, Dion Timmer, Dubloadz, Sullivan King @ Bill Graham Civic Auditorium (San Francisco)","Excision, Virtual Riot, Barely Alive, Dion Timmer, Dubloadz, Sullivan King @ Bill Graham Civic Auditorium (San Francisco)","dubstep, brostep",$49.5 | 18+||Facebook Page
Sat: Apr 13(8pm-11:59pm),19hz,Sat: Apr 13(8pm-11:59pm),"Emancipator - Loci Showcase Tour 2019 w/ Marley Carroll, 9 Theory, Lapa @ Great American Music Hall (San Francisco)","Emancipator - Loci Showcase Tour 2019 w/ Marley Carroll, 9 Theory, Lapa @ Great American Music Hall (San Francisco)","trip-hop, downtempo",$25-30 | All ages|Great American Music Hall|
Sat: Apr 13(9:30pm-3:30am),19hz,Sat: Apr 13(9:30pm-3:30am),"Dusky & Project Pablo, Benjamin K @ The Great Northern (San Francisco)","Dusky & Project Pablo, Benjamin K @ The Great Northern (San Francisco)",house,$20 | 21+|The Great Northern|Facebook Page
Sat: Apr 13(10pm-2am),19hz,Sat: Apr 13(10pm-2am),"True School SF: DJ Denise, R3M, Amber Leigh, Alien @ Curio Bar (San Francisco)","True School SF: DJ Denise, R3M, Amber Leigh, Alien @ Curio Bar (San Francisco)","drum and bass, house, hip-hop",$5 b4 11/$10 | 21+|Autopsy1|
Sat: Apr 13(10pm-4am),19hz,Sat: Apr 13(10pm-4am),Nina Kraviz @ Halcyon (San Francisco),Nina Kraviz @ Halcyon (San Francisco),techno,$25-40 | 21+|Halcyon SF|
Tue: Apr 16(8pm),19hz,Tue: Apr 16(8pm),"Las Sucias w/Special Interest (New Orleans), Neon, Drama @ Ivy Room (Albany)","Las Sucias w/Special Interest (New Orleans), Neon, Drama @ Ivy Room (Albany)","industrial, experimental",$8-10 | 21+|Ivy Room|Facebook Page
Wed: Apr 17(7:30pm),19hz,Wed: Apr 17(7:30pm),Boy Harsher w/Special Interest @ The Independent (San Francisco),Boy Harsher w/Special Interest @ The Independent (San Francisco),"darkwave, industrial",$14 pre/$16 | 21+||Facebook Page
Wed: Apr 17(9pm-3am),19hz,Wed: Apr 17(9pm-3am),"Wormhole: Bukez Finezt, The Widdler, & More @ The New Parish (Oakland)","Wormhole: Bukez Finezt, The Widdler, & More @ The New Parish (Oakland)","dubstep, trap, glitch-hop, hip-hop, psydub, breakbeat, bass music",$5-10 | 21+|Wormhole|
Thu: Apr 18-Sun: Apr 21(Thu: 10am-Sun: 3pm),19hz,Thu: Apr 18-Sun: Apr 21(Thu: 10am-Sun: 3pm),2019 Gays Hate Techno Spring Gathering @ TBA (Northern California),2019 Gays Hate Techno Spring Gathering @ TBA (Northern California),"house, techno",$200-250|Gays Hate Techno|Facebook Page
Thu: Apr 18(10pm-4am),19hz,Thu: Apr 18(10pm-4am),"Amelie Lens, Farrago @ Halcyon (San Francisco)","Amelie Lens, Farrago @ Halcyon (San Francisco)",techno,$25-45 | 21+|Halcyon SF|Facebook Page
Fri: Apr 19(2am-6am),19hz,Fri: Apr 19(2am-6am),Westend and Zendlo @ TBA (San Francisco),Westend and Zendlo @ TBA (San Francisco),"tech house, funky house",$10-20 | 21+|SET|
Fri: Apr 19-Sun: Apr 21(Fri: 1pm-Sun: 5pm),19hz,Fri: Apr 19-Sun: Apr 21(Fri: 1pm-Sun: 5pm),MoonGodz Presents: Carb Cap @ TBA (Concow),MoonGodz Presents: Carb Cap @ TBA (Concow),"psytrance, hard trap, house, techno, dubstep, garage, bass music",Free||Facebook Page
Fri: Apr 19-Wed: Apr 24(Fri: 1:11pm-Wed: 11:11pm),19hz,Fri: Apr 19-Wed: Apr 24(Fri: 1:11pm-Wed: 11:11pm),Psyover 420 Passover @ TBA (Pioneer),Psyover 420 Passover @ TBA (Pioneer),psytrance,$150-200 | All ages|Chicken Soup Show|
Fri: Apr 19(8pm),19hz,Fri: Apr 19(8pm),Chvrches @ Greek Theatre (Berkeley),Chvrches @ Greek Theatre (Berkeley),"synthpop, indie dance",$49.5||
Fri: Apr 19(9:30pm-3:30am),19hz,Fri: Apr 19(9:30pm-3:30am),"Dubfire, Rooz @ The Public Works (San Francisco)","Dubfire, Rooz @ The Public Works (San Francisco)",techno,$20-23 | 21+|Deep Blue & Public Works|Facebook Page
Fri: Apr 19(10pm-4am),19hz,Fri: Apr 19(10pm-4am),"Tale Of Us, Patrice Baumel, Doc Martin @ 1015 Folsom (San Francisco)","Tale Of Us, Patrice Baumel, Doc Martin @ 1015 Folsom (San Francisco)","tech house, techno","$25-32.50 | 21+|As You Like It, DJ Dials|Facebook Page"
Sat: Apr 20(1pm-7pm),19hz,Sat: Apr 20(1pm-7pm),Pizza and Techno: 'Freshly Baked' @ Audio Nightclub (San Francisco),Pizza and Techno: 'Freshly Baked' @ Audio Nightclub (San Francisco),"tech house, funky house",Free w/RSVP / $20 | 21+|Pizza And Techno|Facebook Page
Sat: Apr 20(4:20pm-4:20am),19hz,Sat: Apr 20(4:20pm-4:20am),Fourtwenty feat Donald Glaude @ TBA (Sacramento),Fourtwenty feat Donald Glaude @ TBA (Sacramento),"house, dubstep, bass music",$10-50 | 21+|White Diamonds Entertainment|Facebook Page
Sat: Apr 20(9pm-4am),19hz,Sat: Apr 20(9pm-4am),Charlotte De Witte @ Public Works (San Francisco),Charlotte De Witte @ Public Works (San Francisco),techno,$17-25 | 21+|Public Works|Facebook Page
Sat: Apr 20(10pm),19hz,Sat: Apr 20(10pm),Party Favor @ August Hall (San Francisco),Party Favor @ August Hall (San Francisco),"big room house, electro house, trap",$22 | 18+|August Hall & Insomniac Present|
Sun: Apr 21(7pm),19hz,Sun: Apr 21(7pm),Kero Kero Bonito @ Great American Music Hall (San Francisco),Kero Kero Bonito @ Great American Music Hall (San Francisco),electropop,$22+ | 6+|Great American Music Hall|Facebook Page
